식품코드,식품명,지역 / 제조사,식품상세분류,단백질(g),포도당(g),과당(g),유당(g),갈락토오스(g),셀룰로오스,칼슘,철,칼륨,나트륨,아연,구리,망간,비타민 A,비타민 D2,비타민 D3,비타민 E,토코페롤,비타민 K,비타민 K1,비타민 K2,비타민 B1,비타민 B2,비타민 B6,비타민 B12,비타민 C,오메가 3 지방산(g),오메가 6 지방산(g),트랜스 지방산(g),카페인
D000229,생선초밥(모듬),전국(대표),김밥(초밥)류,25.423,1.895,1.522,0,0,0,45.347,0,440.921,968.94,0,0,0,0,0,0,0,0,0,0,0,0.038,0.451,0,0,0,0,0,0.041,0
D000230,소고기국밥,전국(대표),기타 밥류,21.8,0.9,1.8,0,0,0,91.4,0,729.47,1786.31,4.46,0.31,0.83,0,0,0,0,2.33,0,0,0,0.25,0.13,0,1.53,0,0,0,0.1,0
D000231,소고기김밥,전국(대표),김밥(초밥)류,15.978,0.021,0.201,0,0,0,69.497,0,305.205,1061.187,0,0,0,0,0,0,0,0,0,0,0,0.059,0.525,0,0,0.416,0,0,0.111,0
D000232,송이덮밥,전국(대표),덮밥류,18.214,0.333,1.285,0.134,0,0,73.126,0,497.701,1678.009,2.49,0.57,1.01,0,0,0,0,8.6,0,0,0,0.807,0.295,0,0,5.616,0,0,0.098,0
D000233,숯불갈비 삼각김밥,전국(대표),김밥(초밥)류,3.998,0.009,0.105,0,0,0,11.296,0,68.555,358.362,0,0,0,0,0,0,0,0,0,0,0,0.073,0.094,0,0,0,0,0,0.024,0
D000235,약초비빔밥,산청,비빔밥류,11.9,0.7,0.8,0,0,0,245.3,0,524.15,971.61,2.58,0.46,2.27,0,0,0,0,11.41,0,0,0,0.07,0.13,0,0,1.2,0,0,0.1,0
D000236,연어롤,전국(대표),김밥(초밥)류,18.571,2.372,3.668,0,0,0,133.95,0,329.056,1211.903,1.48,0.19,0.53,0,0,0,0,7.9,0,0,0,0.189,0.139,0,0,60.019,0,0,0.102,0
D000237,연어초밥,전국(대표),김밥(초밥)류,18.883,2.211,3.212,0,0,0,17.162,0,304.202,1064.385,1.17,0.2,0.45,0,0,0,0,3.14,0,0,0,0.124,0.084,0,0,10.435,0,0,0.057,0
D000238,오곡밥,전국(대표),쌀밥.잡곡밥류,11.952,0,0.174,0,0,0,27.57,0,283.065,113.895,2,0.24,1.07,0,0,0,0,2.31,0,0,0,0.118,0.037,0,0,0,0,0,0,0
D000243,자장밥,전국(대표),덮밥류,15.236,2.097,3.034,0,0,0,54.273,0,374.224,1560.381,0,0,0,0,0,0,0,0,0,0,0,0.64,0.277,0,0,0,0,0,0.165,0
D000245,잡탕밥,전국(대표),덮밥류,44.12,0.053,0.411,0,0,0,180.572,0,515.116,2109.517,0,0,0,0,0,0,0,0,0,0,0,0.14,0.699,0,0,0,0,0,0.123,0
D000246,장어덮밥,전국(대표),덮밥류,30.088,0.761,1.197,0,0,0,179.57,0,386.339,920.765,3.49,0.29,0.97,0,0,0,0,7.32,0,0,0,0.463,0.281,0,0,0,0,0,0.23,0
D000247,장어초밥,전국(대표),김밥(초밥)류,16.52,3.161,4.698,0,0,0,78.751,0,174.346,1270.911,1.56,0.15,0.54,0,0,0,0,2.32,0,0,0,0.055,0.112,0,0,5.661,0,0,0.1,0
D000251,참치덮밥,전국(대표),덮밥류,29.201,345.4,0.845,0,0,0,97.874,0,623.042,1618.745,0,0,0,0,0,0,0,0,0,0,0,0.352,2.193,0,0,0,0,0,0.087,0
D000252,참치마요네즈 삼각김밥,전국(대표),김밥(초밥)류,3.941,0.005,0.017,0,0,0,9.914,0,57.638,282.103,0,0,0,0,0,0,0,0,0,0,0,0.003,0.062,0,0,0,0,0,0.012,0
D000253,충무김밥,전국(대표),김밥(초밥)류,23.425,0.58,0.863,0,0,0,77.706,0,658.488,1294.268,2.81,0.43,0.98,0,0,0,0,5.79,0,0,0,0.28,0.238,0,0,1.796,0,0,0.025,0
D000256,캘리포니아롤,전국(대표),김밥(초밥)류,12.33,2.868,4.929,0,0,0,145.527,0,227.516,1295.878,1.63,0.17,0.58,0,0,0,0,7.6,0,0,0,0.104,0.116,0,0,3.885,0,0,0.052,0
D000258,한치초밥,전국(대표),김밥(초밥)류,13.712,2.404,3.092,0,0,0,17.472,0,106.684,1199.31,1.44,0.19,0.5,0,0,0,0,0.97,0,0,0,0.003,0.039,0,0,6.483,0,0,0.001,0
D000259,해물덮밥,전국(대표),덮밥류,42.037,0.047,0.597,0.371,0,0,141.105,0,503.658,1802.681,4.79,0.63,1.01,0,0,0,0,16.88,0,0,0,0,0.279,0,0,0,0,0,0.209,0
D000260,해물볶음밥,전국(대표),볶음밥류,25.105,0.199,0.722,0.067,0,0,80.696,0,337.247,1074.349,2.84,0.35,0.87,0,0,0,0,12.99,0,0,0,0.015,0.238,0,0,0,0,0,0.152,0
D000261,회덮밥,전국(대표),덮밥류,30.21,3.164,0.397,0,0,0,119.263,0,815.969,744.27,0,0,0,0,0,0,0,0,0,0,0,0.097,2.857,0,0,0,0,0,0.113,0
D000265,깻잎나물볶음,전국(대표),채소류볶음,7.5,0.1,0.4,0,0,0,364.67,0,352.62,1042.68,1.51,0.31,2.84,0,0,0,0,9.87,0,0,0,0.4,0.24,0,0.24,1.63,0,0,0.1,0
D000268,돼지고기볶음,전국(대표),육류볶음,22.961,3.482,2.23,0,0,0,43.015,0,568.054,1051.758,0,0,0,0,0,0,0,0,0,0,0,0.473,0.515,0,0,0.746,0,0,0.151,0
D000269,돼지껍데기볶음,전국(대표),육류볶음,25.8,1.2,1.7,0,0,0,28.54,0,232.52,779.81,0.49,0.11,0.26,0,0,0,0,2.46,0,0,0,0.09,0.09,0,0.09,0,0,0,0.1,0
D000270,두부김치,전국(대표),채소류볶음,19.466,0.374,0.665,0,0,0,247.215,0,557.284,989.688,1.76,0.32,1.22,0,0,0,0,8.24,0,0,0,0.68,0.17,0,0,2.85,0,0,0.075,0
D000273,머위나물볶음,전국(대표),채소류볶음,3.5,1.1,0.6,0,0,0,107.48,0,268.64,718.63,0.59,0.17,0.46,0,0,0,0,5.23,0,0,0,0.14,0.07,0,0.07,1.87,0,0,0,0
D000274,멸치풋고추볶음,전국(대표),어패류볶음,4.65,0.295,0.126,0,0,0,112.287,0,81.454,275.537,0,0,0,0,0,0,0,0,0,0,0,0.035,0.054,0,0,0,0,0,0.023,0
D000276,소세지볶음,전국(대표),육류볶음,18.8,2.3,3,0,0,0,90.72,0,417.43,1436.06,1.71,0.12,0.27,0,0,0,0,2.19,0,0,0,1.8,0.16,0,0.16,18.01,0,0,0.2,0
D000277,순대볶음,전국(대표),육류볶음,20.7,1.7,2,0.1,0,0,132.96,0,560.39,1500.35,2.14,0.31,1.02,0,0,0,0,3.5,0,0,0,0.94,0.22,0,0.22,0,0,0,0.1,0
D000278,양송이버섯볶음,전국(대표),채소류볶음,4.5,0.4,0.7,0,0,0,17.57,0,488.04,515.17,0.86,0.37,0.14,0,0,0,0,3.78,0,0,0,0.16,0.41,0,0.41,1.8,0,0,0,0
D000281,오삼불고기,전국(대표),육류볶음,25.6,1.9,2.2,0,0,0,42.87,0,570.45,885.09,2.62,0.28,0.38,0,0,0,0,4.88,0,0,0,0.65,0.24,0,0.24,0.26,0,0,0.1,0
D000285,주꾸미볶음,전국(대표),어패류볶음,18.326,2.189,1.948,0,0,0,49.715,0,318.799,918.864,2.19,0.48,0.41,0,0,0,0,5.48,0,0,0,0.077,0.162,0,0,13.04,0,0,0.024,0
D000286,표고버섯볶음,전국(대표),채소류볶음,4.5,0.5,0.7,0,0,0,20.65,0,317.08,574.8,1.26,0.12,0.26,0,0,0,0,2.98,0,0,0,0.16,0.17,0,0.17,1.5,0,0,0,0
D000287,해물볶음,전국(대표),어패류볶음,38.2,1.7,3,0,0,0,424.35,0,925.01,1755.16,4.77,1.18,1.26,0,0,0,0,12.26,0,0,0,0,0.28,0,12.97,17.16,0,0,0.1,0
D000288,곰보빵,전국(대표),기타 빵류,6.313,1.321,1.619,0.189,0,0,24.82,0,88.02,202.254,0.48,0.06,0.2,0,0,0,0,1.25,0,0,0,0.111,0.06,0,0,0,0,0,0.207,0
D000291,만주,전국(대표),앙금빵류,5.13,0.659,0.606,0.072,0,0,30.67,0,59.873,118.188,0.45,0.06,0.26,0,0,0,0,0.85,0,0,0,0.053,0.027,0,0,0.31,0,0,0.041,0
D000294,버터크림빵,전국(대표),크림빵류,4.905,1.161,1.746,0.419,0,0,23.872,0,67.557,191.181,0,0,0,0,0,0,0,0,0,0,0,0.101,0.099,0,0,0,0,0,0.278,0
D000297,불고기피자,전국(대표),피자류,27.4,2.4,2.7,0,0,0,480.35,0,330.26,916.87,3.65,0.17,0.53,0,0,0,0,1.97,0,0,0,0.61,0.27,0,0.28,2.56,0,0,0.4,0
D000299,참치샌드위치,전국(대표),샌드위치류,23.3,3.6,4.6,0,0,0,133.14,0,370.61,915.59,1.82,0.18,0.41,0,0,0,0,11.86,0,0,0,0.27,0.25,0,1.48,4.79,0,0,0.3,0
D000300,찹쌀도우넛,전국(대표),"튀김빵류(도넛, 꽈배기 등)",3.526,0.332,0.095,0,0,0,17.693,0,45.832,242.993,0,0,0,0,0,0,0,0,0,0,0,0.102,0.026,0,0,0,0,0,0.043,0
D000301,채소고로케,전국(대표),"튀김빵류(도넛, 꽈배기 등)",7.125,1.15,1.249,0,0,0,32.214,0,144.477,403.328,0,0,0,0,0,0,0,0,0,0,0,0.208,0.171,0,0,5.43,0,0,0.149,0
D000302,초콜릿케이크,전국(대표),케이크류,5.315,1.047,0.371,0.647,0,0,44.069,0,234.875,170.001,0.69,0.2,0.28,0,0,0,0,2.92,0,0,0,0.157,0.091,0,0,0,0,0,0.381,0
D000303,치즈케이크,전국(대표),케이크류,7.225,1.477,1.354,1.34,0,0,71.853,0,125.74,200.667,0.72,0.03,0.05,0,0,0,0,1.48,0,0,0,0.01,0.162,0,0,0,0,0,0.613,0
D000304,치즈피자,전국(대표),피자류,31.4,1.8,2,0.1,0,0,677.57,0,279.5,949.96,4.16,0.15,0.57,0,0,0,0,2.2,0,0,0,0.2,0.27,0,0.33,0.37,0,0,0.4,0
D000308,페이스트리빵,전국(대표),페이스트리류,5.992,1.63,1.759,0.468,0,0,21.951,0,83.265,295.794,0,0,0,0,0,0,0,0,0,0,0,0.115,0.115,0,0,0.001,0,0,0.587,0
D000309,페퍼로니피자,전국(대표),피자류,29.4,1.9,2,0.6,0,0,537.91,0,303.51,945.22,3.68,0.16,0.51,0,0,0,0,2.25,0,0,0,0.37,0.28,0,0.45,3.2,0,0,0.4,0
D000310,포테이토피자,전국(대표),피자류,28,2.2,2.4,0.1,0,0,539.84,0,518.18,999.93,3.58,0.21,0.57,0,0,0,0,3.64,0,0,0,0.5,0.25,0,0.14,2.07,0,0,0.3,0
D000313,수정과,전국(대표),기타 음료 및 차류,0.597,10.373,10.312,0,0,0,10.157,0,122.794,9.715,0.11,0.03,0.51,0,0,0,0,0.26,0,0,0,0.09,0.039,0,0,0,0,0,0.083,0
D000314,식혜,전국(대표),기타 음료 및 차류,2.302,0.184,0.692,0,0,0,9.134,0,20.074,3.377,0.41,0.06,0.21,0,0,0,0,0.02,0,0,0,0,0,0,0,0.293,0,0,0,0
D000316,간장마늘쫑장아찌,전국(대표),장아찌.절임류,1,1.1,1.1,0,0,0,15.49,0,78.93,813.64,0.14,0.03,0.08,0,0,0,0,0.24,0,0,0,0.07,0.02,0,0,0.75,0,0,0,0
D000317,고추장마늘쫑장아찌,전국(대표),장아찌.절임류,1.3,1.7,1.1,0,0,0,19.82,0,117.42,707.34,0.2,0.05,0.13,0,0,0,0,0.99,0,0,0,0.08,0.04,0,0,0.92,0,0,0,0
D000321,매실장아찌,전국(대표),장아찌.절임류,0.496,5.319,4.781,0,0,0,8.96,0,69.599,337.86,0.09,0.02,0.08,0,0,0,0,0.93,0,0,0,0.024,0.011,0,0,0,0,0,0,0
D000322,무장아찌,전국(대표),장아찌.절임류,0.441,0.786,0.73,0,0,0,8.523,0,55.538,879.805,0,0,0,0,0,0,0,0,0,0,0,0.036,0.019,0,0,5.354,0,0,0,0
D000326,계적,전국(대표),적류,57.721,0,0,0,0,0,23.669,0,548.384,210.112,2.85,0.07,0.03,0,0,0,0,0.75,0,0,0,0.152,0.47,0,0,0,0,0,0.237,0
D000327,낙지꼬지,전국(대표),어패류전,13.14,0,0,0,0,0,18.765,0,142.567,207.067,2.87,1.44,0.13,0,0,0,0,0.46,0,0,0,0,0.075,0,0,0,0,0,0.008,0
D000328,돔베기적,전국(대표),적류,30.077,0.004,0,0,0,0,8.379,0,369.138,451.247,0.48,0.02,0.05,0,0,0,0,1.24,0,0,0,0.002,0.109,0,0,56.106,0,0,0.032,0
D000329,소고기산적,전국(대표),적류,48.41,0,0,0,0,0,21.376,0,480.407,1392.835,11.02,0.12,0.18,0,0,0,0,1.34,0,0,0,0.167,0.231,0,0,0,0,0,0.873,0
D000330,소라산적,전국(대표),적류,17.922,0.137,0.085,0,0,0,97.429,0,182.197,396.676,5.22,1.04,0.15,0,0,0,0,1.28,0,0,0,0,0.141,0,0,10.258,0,0,0.015,0
D000331,오징어산적,전국(대표),적류,17.375,0,0.268,0,0,0,16.09,0,233.848,477.106,1.34,0.29,0.04,0,0,0,0,2.24,0,0,0,0.082,0.052,0,0,0,0,0,0.001,0
D000332,홍어적,전국(대표),적류,23.592,0,0.283,0,0,0,177.76,0,232.024,323.528,0.58,0.01,0.09,0,0,0,0,0.24,0,0,0,0.01,0.026,0,0,0,0,0,0.001,0
D000333,홍합산적,전국(대표),적류,17.782,0.58,0.436,0,0,0,49.754,0,162.679,719.722,2.62,0.13,0.45,0,0,0,0,1.22,0,0,0,0,0.168,0,0,0,0,0,0.043,0
D000334,가자미전,전국(대표),어패류전,25.76,0,0.305,0,0,0,346.849,0,340.265,819.365,1.27,0.01,0.11,0,0,0,0,2.29,0,0,0,0.158,0.202,0,0,0,0,0,0.055,0
D000336,고추전,전국(대표),채소류전,12.91,0.187,0.597,0,0,0,66.181,0,311.135,362.205,1.27,0.22,0.37,0,0,0,0,5.93,0,0,0,0.202,0.191,0,0,9.876,0,0,0.093,0
D000337,굴전,전국(대표),어패류전,10.6,0.3,0.3,0,0,0,36.24,0,194.56,325.7,8.35,1.74,0.5,0,0,0,0,2.99,0,0,0,0.07,0.3,0,8.6,17.67,0,0,0.1,0
D000339,깻잎전,전국(대표),채소류전,17.736,0,0.209,0,0,0,110.189,0,321.514,480.149,1.86,0.24,0.58,0,0,0,0,6.14,0,0,0,0.254,0.286,0,0,0,0,0,0.145,0
D000340,녹두빈대떡,전국(대표),부침류,7.945,0,0.072,0,0,0,21.133,0,265.316,232.047,0.84,0.22,0.3,0,0,0,0,3.8,0,0,0,0.142,0.132,0,0,1.695,0,0,0.063,0
D000342,동그랑땡(육원전),전국(대표),육류전,19.618,0,0.283,0,0,0,98.398,0,344.291,553.087,1.95,0.24,0.54,0,0,0,0,4.58,0,0,0,0.32,0.264,0,0,0,0,0,0.117,0
D000343,동태전,전국(대표),어패류전,22.636,0,0.161,0,0,0,48.398,0,260.926,702.157,1.07,0.21,0.13,0,0,0,0,6.31,0,0,0,0.029,0.235,0,0,0,0,0,0.089,0
D000345,두부전,전국(대표),채소류전,20.458,0,0.025,0,0,0,253.752,0,244.286,317.153,1.95,0.36,1.48,0,0,0,0,10.21,0,0,0,0,0.08,0,0,0,0,0,0.039,0
D000346,미나리전,전국(대표),채소류전,5.239,0,0.008,0,0,0,32.537,0,198.682,248.704,0.33,0.03,0.53,0,0,0,0,4.14,0,0,0,0,0.189,0,0,0,0,0,0.053,0
D000347,배추전,전국(대표),채소류전,5.166,0.36,0.278,0,0,0,48.031,0,181.783,326.826,0.45,0.03,0.29,0,0,0,0,2.14,0,0,0,0.135,0.117,0,0,0,0,0,0.077,0
D000348,버섯전,전국(대표),채소류전,10.524,0.504,0.012,0,0,0,41.912,0,384.44,313.757,1.56,0.14,0.31,0,0,0,0,6.35,0,0,0,0.35,0.26,0,0,0,0,0,0.062,0
D000350,야채전,전국(대표),채소류전,5.4,0.4,0.4,0,0,0,28.29,0,179.17,321.52,0.66,0.08,0.25,0,0,0,0,4.12,0,0,0,0.08,0.23,0,0.23,3.85,0,0,0.1,0
D000351,파전,전국(대표),채소류전,6.834,0.018,0.161,0,0,0,46.971,0,189.674,345.962,0.43,0.06,0.46,0,0,0,0,6.28,0,0,0,0.176,0.36,0,0,0.945,0,0,0.068,0
D000353,햄부침,전국(대표),육류전,11.3,0,0.2,0,0,0,33.46,0,177.64,715.66,1.05,0.04,0.08,0,0,0,0,2.85,0,0,0,0.19,0.12,0,0.12,5.46,0,0,0.1,0
D000354,호박부침개,전국(대표),채소류전,3.9,1.3,1.5,0,0,0,28.14,0,194.17,174.33,0.46,0.06,0.12,0,0,0,0,3.37,0,0,0,0.06,0.14,0,0.18,1.7,0,0,0.1,0
D000355,호박전,전국(대표),채소류전,6.478,1.076,1.018,0,0,0,47.993,0,307.848,276.953,0.64,0.05,0.29,0,0,0,0,3.47,0,0,0,0.09,0.111,0,0,0,0,0,0.064,0
D000356,화양적,전국(대표),적류,13.582,0.023,0.167,0,0,0,210.624,0,202.259,797.031,1.09,0.09,0.2,0,0,0,0,4.56,0,0,0,0.096,0.158,0,0,6.596,0,0,0.095,0
D000357,가자미조림,전국(대표),어패류조림,37.1,2.7,2.6,0,0,0,228.75,0,837.63,1692.83,1.93,0.12,0.32,0,0,0,0,5.59,0,0,0,0.33,0.27,0,6.37,4.18,0,0,0.1,0
D000360,고추조림,전국(대표),채소류조림,3.3,1.4,1.1,0,0,0,45.91,0,290.95,779.1,0.45,0.09,0.22,0,0,0,0,3.16,0,0,0,0.12,0.03,0,0.28,6.07,0,0,0,0
D000362,동태조림,전국(대표),어패류조림,40.8,1.7,2,0,0,0,336.54,0,767.51,1391.69,1.77,0.11,0.3,0,0,0,0,3.67,0,0,0,0.32,0.3,0,4.7,1.05,0,0,0.2,0
D000363,돼지고기메추리알장조림,전국(대표),육류조림,8.336,0.068,0.299,0,0,0,8.843,0,100.659,582.987,0.81,0.05,0.06,0,0,0,0,0.27,0,0,0,0.136,0.079,0,0,0.03,0,0,0.005,0
D000366,북어조림,전국(대표),어패류조림,20.826,1.346,1.119,0,0,0,154.902,0,269.647,765.946,0.75,0.09,0.12,0,0,0,0,2.62,0,0,0,0.109,0.116,0,0,3.411,0,0,0.049,0
D000367,소고기메추리알장조림,전국(대표),육류조림,8.137,0.076,0.269,0,0,0,8.455,0,86.544,602.12,1.4,0.06,0.06,0,0,0,0,0.37,0,0,0,0.057,0.068,0,0,0.025,0,0,0.016,0
D000370,조기조림,전국(대표),어패류조림,41.1,0.8,1.2,0,0,0,337.82,0,795.38,1771.22,1.72,0.13,0.37,0,0,0,0,3.2,0,0,0,0.28,0.27,0,0.27,0.77,0,0,0.1,0
D000372,게살죽,전국(대표),죽류,17.898,0,0.171,0,0,0,105.131,0,346.079,1453.824,0,0,0,0,0,0,0,0,0,0,0,0.42,0.389,0,0,0,0,0,0.07,0
D000373,깨죽,전국(대표),죽류,13.656,0,0.072,0,0,0,401.682,0,222.393,1160.187,0,0,0,0,0,0,0,0,0,0,0,0.758,0.45,0,0,0,0,0,0.005,0
D000375,백합죽,부안,죽류,16.5,0,0,0,0,0,115,0,297.15,996.8,2.95,0.47,1.18,0,0,0,0,4.58,0,0,0,0.01,0.18,0,0,0,0,0,0,0
D000376,소고기버섯죽,전국(대표),죽류,18.747,0,0.262,0,0,0,54.428,0,417.187,1261.804,0,0,0,0,0,0,0,0,0,0,0,0.121,0.629,0,0,0,0,0,0.142,0
D000377,어죽,영동,죽류,20.4,3.2,1.2,0,0,0,190.44,0,687.37,2105.53,2.17,0.37,1.41,0,0,0,0,5.08,0,0,0,0.19,0.07,0,0,0,0,0,0,0
D000378,잣죽,전국(대표),죽류,19.179,0,0.249,0,0,0,32.846,0,306.59,878.813,2.92,0.7,4.5,0,0,0,0,6.08,0,0,0,0.276,0.031,0,0,0,0,0,0.237,0
D000380,참치죽,전국(대표),죽류,24.194,0.247,1.076,0,0,0,78.453,0,569.86,1342.403,2.46,0.3,1,0,0,0,0,5.08,0,0,0,0.164,0.123,0,0,0,0,0,0.058,0
D000384,고등어찌개,전국(대표),어패류찌개.전골,48.9,1.4,3.1,0,0,0,266.23,0,1518.52,2584.06,2.82,0.52,0.75,0,0,0,0,6.26,0,0,0,0.34,0.49,0,16.7,0,0,0,0.3,0
D000385,김치찌개,전국(대표),채소류찌개.전골,15.069,1.469,1.059,0,0,0,151.756,0,639.691,1962.142,0,0,0,0,0,0,0,0,0,0,0,1.094,0.784,0,0,0,0,0,0.03,0
D000386,꽁치찌개,전국(대표),어패류찌개.전골,24,1.7,1.9,0,0,0,219.92,0,676.46,1296.4,1.42,0.19,0.37,0,0,0,0,3.53,0,0,0,0.02,0.37,0,12.75,5.12,0,0,2.9,0
D000389,두부전골,전국(대표),채소류찌개.전골,25.6,0.9,1.7,0,0,0,411.5,0,722.06,1650.77,2.81,0.7,1.67,0,0,0,0,10.97,0,0,0,0.4,0.18,0,3.85,4.89,0,0,0,0
D000390,버섯찌개,전국(대표),채소류찌개.전골,14.7,1,1.1,0,0,0,70.75,0,655.05,1293.87,2.98,0.22,0.42,0,0,0,0,2.73,0,0,0,0.19,0.24,0,0.67,0.67,0,0,0.1,0
D000392,부대찌개,의정부,육류찌개.전골,18.4,4.1,1.2,0,0,0,91.31,0,704.06,2321.9,2.36,0.25,0.5,0,0,0,0,1.23,0,0,0,0,0.21,0,0,0,0,0,0.1,0
D000393,새우젓두부찌개,전국(대표),채소류찌개.전골,16.2,0.6,1.1,0,0,0,226.15,0,403.9,1123.08,1.56,0.3,0.95,0,0,0,0,6.16,0,0,0,0.11,0.11,0,0.12,0.23,0,0,0,0
D000394,소곱창전골,전국(대표),육류찌개.전골,41.6,0.5,1.5,0,0,0,148.95,0,725.81,1779.63,4.81,0.44,1.31,0,0,0,0,6.86,0,0,0,0.49,0.58,0,0.58,4.32,0,0,0.5,0
D000399,햄김치찌개,전국(대표),육류찌개.전골,11.1,1.4,1.1,0,0,0,101.58,0,546.7,1583.05,1.16,0.14,0.4,0,0,0,0,2.64,0,0,0,0.19,0.18,0,0.1,0.73,0,0,0.1,0
D000400,호박찌개,전국(대표),채소류찌개.전골,5.6,2.4,2.5,0,0,0,82.63,0,471.07,1024.11,0.78,0.12,0.45,0,0,0,0,2.61,0,0,0,0.1,0.12,0,0.14,2.77,0,0,0,0
D000404,대구찜,전국(대표),어패류찜,51.7,1.3,2.4,0,0,0,423.93,0,1193.87,1898.67,2.34,0.32,0.79,0,0,0,0,9.33,0,0,0,0.31,0.34,0,5.43,0,0,0,0,0
D000405,도미찜,전국(대표),어패류찜,22.996,0,0,0,0,0,59.16,0,369.058,839.962,0.73,0.02,0.02,0,0,0,0,0.72,0,0,0,0.017,0.238,0,0,1.727,0,0,0.021,0
D000406,동태찜,전국(대표),어패류찜,50.9,1.2,2.8,0,0,0,369.06,0,1190.22,1985.6,2.6,0.42,0.8,0,0,0,0,10.68,0,0,0,0.26,0.39,0,6.51,0.66,0,0,0.1,0
D000408,돼지등갈비찜,전국(대표),육류찜,72.1,4.4,7.7,0,0,0,161.28,0,1113.23,2395.17,8.32,0.34,0.6,0,0,0,0,4.09,0,0,0,1.52,0.42,0,2.63,0,0,0,0.3,0
D000409,돼지머리고기,전국(대표),육류찜,42.4,0,0,0,0,0,26.1,0,220.72,333.64,4.82,0.23,0.04,0,0,0,0,0.47,0,0,0,0.18,0.4,0,0.4,0,0,0,0.4,0
D000410,매운갈비찜,대구광역시 중구,육류찜,61.3,0.5,1.6,0,0,0,63.61,0,1084.63,1138.51,16.92,0.34,0.25,0,0,0,0,5.47,0,0,0,0.44,0.65,0,0,1.4,0,0,0.5,0
D000411,문어숙회,전국(대표),어패류찜,14.862,0,0,0,0,0,11.919,0,78.912,208.33,1.87,0.33,0.03,0,0,0,0,0.98,0,0,0,0,0.052,0,0,1.114,0,0,0.001,0
D000412,민어찜,전국(대표),어패류찜,21.474,0,0,0,0,0,52.113,0,262.31,1089.435,0.65,0.02,0.02,0,0,0,0,0.51,0,0,0,0.041,0.144,0,0,0,0,0,0.035,0
D000413,병어찜,전국(대표),어패류찜,18.857,0,0,0,0,0,28.373,0,274.473,650.975,0.73,0.01,0.02,0,0,0,0,0.61,0,0,0,0.061,0.135,0,0,0,0,0,0.064,0
D000414,북어찜,전국(대표),어패류찜,28.1,0.8,0.6,0,0,0,171.31,0,385.83,900.98,1.06,0.1,0.25,0,0,0,0,4.77,0,0,0,0.16,0.18,0,0.18,0,0,0,0.1,0
D000415,붕어찜,광주,어패류찜,54.3,7.4,6.1,0,0,0,984.26,0,2105.91,3952.03,6.57,0.76,2.7,0,0,0,0,22.85,0,0,0,0.72,0.33,0,0,0,0,0,0.3,0
D000416,소갈비찜,전국(대표),육류찜,49.86,0.472,2.104,0,0,0,47.93,0,352.251,753.635,11.96,0.18,0.14,0,0,0,0,1.95,0,0,0,0.133,0.223,0,0,0,0,0,1.067,0
D000417,순대 ,전국(대표),육류찜,19.561,0.865,1.027,0,0,0,104.416,0,488.578,1019.194,0,0,0,0,0,0,0,0,0,0,0,1.721,0.507,0,0,0.002,0,0,0.123,0
D000418,아구찜,전국(대표),어패류찜,48.302,0.052,0.62,0,0,0,214.377,0,586.426,1406.204,2.76,0.24,0.49,0,0,0,0,7.01,0,0,0,1.94,0.301,0,0,4.346,0,0,0.033,0
D000419,아구찜,마산,어패류찜,65.4,2.5,4.6,0,0,0,481.97,0,1747.65,3425.72,4.69,0.71,1.13,0,0,0,0,14.08,0,0,0,0.51,0.63,0,0,0,0,0,0,0
D000420,안동찜닭,안동,육류찜,114.2,10.2,7.1,0,0,0,518.67,0,3113.77,5462.32,6.84,0.46,1.7,0,0,0,0,6.03,0,0,0,4.5,0.49,0,0,0,0,0,0.2,0
D000421,전어찜,전국(대표),어패류찜,17.275,0,0,0,0,0,617.719,0,285.462,447.401,1.94,0.04,0.5,0,0,0,0,0.5,0,0,0,0.159,0.189,0,0,14.936,0,0,0.13,0
D000422,조기찜,전국(대표),어패류찜,20.058,0,0,0,0,0,121.221,0,262.372,602.033,0.63,0.02,0.03,0,0,0,0,0.93,0,0,0,0,0.2,0,0,0.429,0,0,0.083,0
D000424,참꼬막,전국(대표),어패류찜,12.472,0,0,0,0,0,62.664,0,149.345,234.163,1.87,0.09,0.84,0,0,0,0,0.5,0,0,0,0.102,0.137,0,0,0,0,0,0.016,0
D000425,한방오리백숙,전국(대표),육류찜,68.79,0,0.189,0,0,0,89.86,0,345.568,276.43,5.93,0.51,0.18,0,0,0,0,2.29,0,0,0,0.328,0.734,0,0,0,0,0,0.142,0
D000426,해물찜,전국(대표),어패류찜,42.6,1,2.1,0,0,0,566,0,1126.41,2137.21,4.85,1.27,1.23,0,0,0,0,13.27,0,0,0,0.06,0.35,0,14.75,0,0,0,0,0
D000427,홍어찜,전국(대표),어패류찜,47.12,0,0.641,0,0,0,643.022,0,514.7,644.958,1.53,0.19,0.25,0,0,0,0,1.26,0,0,0,0,0.066,0,0,1.48,0,0,0.008,0
D000428,갈낙탕,영암,육류국.탕,35.8,0.5,0.5,0,0,0,48.37,0,278.17,847.97,11.26,3.91,0.18,0,0,0,0,2.47,0,0,0,0,0.31,0,0,0,0,0,0.4,0
D000432,곰탕,나주,육류국.탕,19.4,0.2,0.3,0,0,0,15.65,0,209.91,716.36,4.94,0.11,0.18,0,0,0,0,0.32,0,0,0,0,0.17,0,0,0,0,0,0.1,0
